transaction_id,sale_date,taxing_state,rate_applied,sale_price,trade_in_value,taxable_base,tax_owed,tax_collected,variance,category
T004219,2025-01-14,TX,0.0625,30331.84,0.0,30331.84,1895.74,1895.74,0.0,clean
T004220,2025-11-25,NY,0.08,25563.08,0.0,25563.08,2045.05,2045.05,0.0,clean
T004221,2025-02-10,OH,0.0725,26281.55,0.0,26281.55,1905.41,1905.42,0.01,clean
T004222,2025-07-18,PA,0.06,30792.17,8859.01,21933.16,1315.99,1316.03,0.04,clean
T004223,2025-04-12,PA,0.06,38653.71,0.0,38653.71,2319.22,2319.19,-0.03,clean
T004224,2025-01-01,PA,0.06,17691.38,0.0,17691.38,1061.48,1061.47,-0.01,clean
T004225,2025-03-26,TX,0.0625,15728.35,0.0,15728.35,983.02,982.98,-0.04,clean
T004226,2025-09-02,NY,0.08,34253.72,0.0,34253.72,2740.3,2740.3,0.0,clean
T004227,2025-05-01,IL,0.0725,40528.67,0.0,40528.67,2938.33,2938.3,-0.03,clean
T004228,2025-06-02,NC,0.03,24058.91,0.0,24058.91,721.77,721.77,0.0,clean
T004229,2025-09-26,OH,0.0725,23373.42,0.0,23373.42,1694.57,701.2,-993.37,sourcing_error
T004230,2025-11-20,NY,0.08,26830.66,0.0,26830.66,2146.45,2146.48,0.03,clean
T004231,2025-06-13,PA,0.06,17685.29,0.0,17685.29,1061.12,1061.09,-0.03,clean
T004232,2025-04-24,OH,0.0725,24529.49,0.0,24529.49,1778.39,1778.36,-0.03,clean
T004233,2025-10-08,NC,0.03,30588.78,0.0,30588.78,917.66,917.69,0.03,clean
T004234,2025-04-24,TX,0.0625,16105.52,7051.96,9053.56,565.85,565.84,-0.01,clean
T004235,2025-06-29,IL,0.0725,30109.14,0.0,30109.14,2182.91,2182.92,0.01,clean
T004236,2025-10-20,OH,0.0725,18774.63,0.0,18774.63,1361.16,1361.16,0.0,clean
T004237,2025-03-10,NC,0.03,17879.97,10282.67,7597.3,227.92,227.9,-0.02,clean
T004238,2025-07-08,IL,0.0725,26841.39,0.0,26841.39,1946.0,1945.97,-0.03,clean
T004239,2025-04-06,PA,0.06,29848.46,10785.32,19063.14,1143.79,1143.8,0.01,clean
T004240,2025-09-16,GA,0.07,27782.17,0.0,27782.17,1944.75,1944.71,-0.04,clean
T004241,2025-08-29,PA,0.06,23477.07,0.0,23477.07,1408.62,1408.63,0.01,clean
T004242,2025-09-13,TX,0.0625,24439.39,0.0,24439.39,1527.46,1771.86,244.4,rate_mismatch
T004243,2025-05-23,CA,0.0875,43144.3,0.0,43144.3,3775.13,3775.16,0.03,clean
T004244,2025-01-14,CA,0.0875,28660.31,10792.82,28660.31,2507.78,2507.75,-0.03,clean
T004245,2025-09-22,NC,0.03,17056.46,0.0,17056.46,511.69,682.26,170.57,rate_mismatch
T004246,2025-08-06,IL,0.0725,24369.77,9183.28,15186.49,1101.02,1101.0,-0.02,clean
T004247,2025-11-23,PA,0.06,20788.62,11469.25,9319.37,559.16,559.14,-0.02,clean
T004248,2025-09-11,IL,0.0725,21061.14,0.0,21061.14,1526.93,1526.92,-0.01,clean
T004249,2025-11-17,NY,0.08,23907.66,0.0,23907.66,1912.61,1912.63,0.02,clean
T004250,2025-01-13,PA,0.06,21449.39,0.0,21449.39,1286.96,1286.96,0.0,clean
T004251,2025-06-12,CA,0.0875,22181.06,8427.94,22181.06,1940.84,1940.83,-0.01,clean
T004252,2025-08-19,NC,0.03,25852.08,0.0,25852.08,775.56,775.54,-0.02,clean
T004253,2025-02-22,NY,0.08,23952.58,13282.81,10669.77,853.58,853.58,0.0,clean
T004254,2025-01-18,PA,0.06,22554.63,0.0,22554.63,1353.28,1353.25,-0.03,clean
T004255,2025-10-02,OH,0.0725,22303.32,0.0,22303.32,1616.99,1616.98,-0.01,clean
T004256,2025-07-02,FL,0.07,23343.96,13203.47,10140.49,709.83,709.84,0.01,clean
T004257,2025-08-15,TX,0.0625,23991.99,0.0,23991.99,1499.5,1499.53,0.03,clean
T004258,2025-09-30,TX,0.0625,27766.01,0.0,27766.01,1735.38,1735.37,-0.01,clean
T004259,2025-08-18,NC,0.03,16851.37,0.0,16851.37,505.54,505.54,0.0,clean
T004260,2025-03-20,TX,0.0625,20216.85,10455.92,9760.93,610.06,610.08,0.02,clean
T004261,2025-10-24,FL,0.07,19258.42,0.0,19258.42,1348.09,1348.06,-0.03,clean
T004262,2025-11-22,GA,0.07,21782.71,0.0,21782.71,0.0,-0.04,-0.04,clean
T004263,2025-01-22,TX,0.0625,34550.16,0.0,34550.16,2159.39,2159.4,0.01,clean
T004264,2025-01-12,TX,0.0625,22519.41,0.0,22519.41,1407.46,1407.48,0.02,clean
T004265,2025-11-16,IL,0.0725,19196.16,0.0,19196.16,1391.72,1391.73,0.01,clean
T004266,2025-04-19,CA,0.0875,25702.89,0.0,25702.89,2249.0,2249.03,0.03,clean
T004267,2025-02-19,NC,0.03,24055.33,0.0,24055.33,721.66,721.69,0.03,clean
T004268,2025-12-08,NY,0.08,17762.2,0.0,17762.2,1420.98,1420.99,0.01,clean
T004269,2025-01-21,IL,0.0725,29831.48,0.0,29831.48,2162.78,2162.81,0.03,clean
T004270,2025-10-09,CA,0.0875,34392.49,0.0,34392.49,3009.34,3353.27,343.93,rate_mismatch
T004271,2025-02-26,FL,0.07,30089.2,12993.11,17096.09,1196.73,1196.73,0.0,clean
T004272,2025-03-01,FL,0.07,35217.18,0.0,35217.18,2465.2,2465.21,0.01,clean
T004273,2025-05-31,TX,0.0625,22024.98,5996.37,16028.61,1001.79,1001.82,0.03,clean
T004274,2025-07-17,CA,0.0875,43006.04,0.0,43006.04,3763.03,3763.03,0.0,clean
T004275,2025-10-31,OH,0.0725,24384.29,0.0,24384.29,1767.86,1767.9,0.04,clean
T004276,2025-09-08,IL,0.0725,20045.36,4489.58,15555.78,1127.79,1453.29,325.5,tradein_credit_error
T004277,2025-04-29,OH,0.0725,27791.77,9303.03,18488.74,1340.43,1340.47,0.04,clean
T004278,2025-02-12,FL,0.07,19717.46,0.0,19717.46,1380.22,1380.2,-0.02,clean
T004279,2025-02-23,NC,0.03,21843.74,0.0,21843.74,655.31,655.28,-0.03,clean
T004280,2025-08-01,FL,0.07,30083.5,0.0,30083.5,2105.85,2105.88,0.03,clean
T004281,2025-04-23,AZ,0.081,37394.39,0.0,37394.39,3028.95,3028.92,-0.03,clean
T004282,2025-11-05,GA,0.07,17903.72,0.0,17903.72,1253.26,1253.23,-0.03,clean
T004283,2025-03-30,PA,0.06,32512.25,0.0,32512.25,1950.74,1950.73,-0.01,clean
T004284,2025-05-19,GA,0.07,9327.48,4454.03,4873.45,341.14,341.13,-0.01,clean
T004285,2025-10-13,CA,0.0875,18113.49,0.0,18113.49,1584.93,1584.9,-0.03,clean
T004286,2025-12-19,AZ,0.081,21657.39,4408.52,17248.87,1397.16,1397.18,0.02,clean
T004287,2025-09-04,TX,0.0625,21256.74,0.0,21256.74,1328.55,1328.55,0.0,clean
T004288,2025-03-30,CA,0.0875,28945.48,0.0,28945.48,2532.73,2532.75,0.02,clean
T004289,2025-04-05,GA,0.07,27904.55,11491.07,16413.48,1148.94,1148.92,-0.02,clean
T004290,2025-03-21,AZ,0.081,34827.49,13194.84,21632.65,1752.24,1752.24,0.0,clean
T004291,2025-09-18,NY,0.08,34081.72,0.0,34081.72,2726.54,2726.52,-0.02,clean
T004292,2025-12-18,NY,0.08,16845.52,0.0,16845.52,1347.64,1347.64,0.0,clean
T004293,2025-11-23,PA,0.06,35099.83,19183.22,15916.61,955.0,955.04,0.04,clean
T004294,2025-01-03,OH,0.0725,36239.92,0.0,36239.92,2627.39,2627.36,-0.03,clean
T004295,2025-04-08,IL,0.0725,14259.61,6919.7,7339.91,532.14,532.12,-0.02,clean
T004296,2025-04-17,FL,0.07,25530.69,0.0,25530.69,1787.15,1787.19,0.04,clean
T004297,2025-02-19,TX,0.0625,24623.28,8892.11,15731.17,983.2,1538.96,555.76,tradein_credit_error
T004298,2025-01-30,IL,0.0725,34430.07,0.0,34430.07,2496.18,2496.21,0.03,clean
T004299,2025-04-10,IL,0.0725,14105.46,0.0,14105.46,1022.65,1022.63,-0.02,clean
T004300,2025-02-14,OH,0.0725,34094.82,0.0,34094.82,0.0,-0.01,-0.01,clean
T004301,2025-01-31,GA,0.07,20250.17,5193.35,15056.82,1053.98,1053.99,0.01,clean
T004302,2025-03-09,IL,0.0725,16654.86,0.0,16654.86,1207.48,1207.47,-0.01,clean
T004303,2025-11-25,TX,0.0625,15171.97,0.0,15171.97,948.25,1099.97,151.72,rate_mismatch
T004304,2025-01-17,PA,0.06,14331.37,0.0,14331.37,859.88,859.91,0.03,clean
T004305,2025-02-02,NC,0.03,12387.96,0.0,12387.96,371.64,371.63,-0.01,clean
T004306,2025-07-11,FL,0.07,13069.7,0.0,13069.7,914.88,914.91,0.03,clean
T004307,2025-02-28,GA,0.07,20275.66,0.0,20275.66,1419.3,1419.27,-0.03,clean
T004308,2025-05-24,TX,0.0625,30543.8,0.0,30543.8,1908.99,1909.02,0.03,clean
T004309,2025-06-24,OH,0.0725,33534.26,0.0,33534.26,2431.23,2431.27,0.04,clean
T004310,2025-05-26,PA,0.06,24216.94,0.0,24216.94,1453.02,1453.03,0.01,clean
T004311,2025-02-02,NC,0.03,18939.69,0.0,18939.69,568.19,568.17,-0.02,clean
T004312,2025-03-11,NC,0.03,25979.94,0.0,25979.94,779.4,779.41,0.01,clean
T004313,2025-12-13,IL,0.0725,19352.95,0.0,19352.95,1403.09,1403.09,0.0,clean
T004314,2025-07-25,IL,0.0725,31549.62,0.0,31549.62,2287.35,2287.38,0.03,clean
T004315,2025-10-21,PA,0.06,17485.59,0.0,17485.59,1049.14,1049.12,-0.02,clean
T004316,2025-06-29,TX,0.0625,21645.82,0.0,21645.82,1352.86,1352.84,-0.02,clean
T004317,2025-09-10,FL,0.07,21672.26,10764.04,10908.22,763.58,763.55,-0.03,clean
T004318,2025-02-09,TX,0.0625,31746.83,0.0,31746.83,1984.18,1984.2,0.02,clean
T004319,2025-07-11,FL,0.07,28326.77,0.0,28326.77,1982.87,1982.84,-0.03,clean
T004320,2025-11-13,CA,0.0875,28425.28,0.0,28425.28,2487.21,2487.25,0.04,clean
T004321,2025-07-16,OH,0.0725,13316.14,0.0,13316.14,965.42,965.45,0.03,clean
T004322,2025-04-27,IL,0.0725,18941.26,0.0,18941.26,1373.24,1562.65,189.41,rate_mismatch
T004323,2025-02-13,PA,0.06,28786.56,14899.35,13887.21,833.23,833.24,0.01,clean
T004324,2025-11-23,FL,0.07,25929.9,5949.39,19980.51,1398.64,1398.66,0.02,clean
T004325,2025-11-23,OH,0.0725,21619.89,0.0,21619.89,1567.44,1567.43,-0.01,clean
T004326,2025-05-16,CA,0.0875,15528.84,0.0,15528.84,1358.77,1358.81,0.04,clean
T004327,2025-01-28,CA,0.0875,22344.35,0.0,22344.35,1955.13,1955.12,-0.01,clean
T004328,2025-08-17,NY,0.08,23175.6,0.0,23175.6,1854.05,1854.04,-0.01,clean
T004329,2025-03-19,NY,0.08,16158.78,0.0,16158.78,1292.7,1292.69,-0.01,clean
T004330,2025-07-21,IL,0.0725,41430.65,0.0,41430.65,3003.72,3003.72,0.0,clean
T004331,2025-03-01,IL,0.0725,22423.21,0.0,22423.21,1625.68,1625.65,-0.03,clean
T004332,2025-05-13,IL,0.0725,17174.18,0.0,17174.18,1245.13,1245.17,0.04,clean
T004333,2025-08-14,FL,0.07,18598.1,0.0,18598.1,1301.87,1301.85,-0.02,clean
T004334,2025-10-21,AZ,0.081,35384.56,12878.1,22506.46,1823.02,1823.02,0.0,clean
T004335,2025-01-03,IL,0.0725,17974.22,4473.75,13500.47,978.78,1303.13,324.35,tradein_credit_error
T004336,2025-01-15,CA,0.0875,22159.17,12203.84,22159.17,1938.93,1938.9,-0.03,clean
T004337,2025-09-25,TX,0.0625,27290.6,0.0,27290.6,1705.66,1705.65,-0.01,clean
T004338,2025-08-05,NC,0.03,19594.64,8384.44,11210.2,336.31,336.33,0.02,clean
T004339,2025-12-30,NC,0.03,35517.71,0.0,35517.71,1065.53,1065.51,-0.02,clean
T004340,2025-12-19,CA,0.0875,17453.54,0.0,17453.54,1527.18,1527.21,0.03,clean
T004341,2025-12-04,IL,0.0725,22323.76,0.0,22323.76,1618.47,1618.43,-0.04,clean
T004342,2025-08-06,FL,0.07,35527.25,0.0,35527.25,2486.91,2486.9,-0.01,clean
T004343,2025-04-25,NC,0.03,24757.97,0.0,24757.97,742.74,742.71,-0.03,clean
T004344,2025-05-23,FL,0.07,36715.48,0.0,36715.48,2570.08,2570.06,-0.02,clean
T004345,2025-04-30,NC,0.03,15144.83,0.0,15144.83,454.34,454.35,0.01,clean
T004346,2025-05-28,FL,0.07,15318.56,0.0,15318.56,1072.3,1072.29,-0.01,clean
T004347,2025-05-04,PA,0.06,27321.16,0.0,27321.16,1639.27,1639.28,0.01,clean
T004348,2025-10-02,OH,0.0725,22941.63,0.0,22941.63,1663.27,1663.27,0.0,clean
T004349,2025-01-08,AZ,0.081,19919.81,0.0,19919.81,1613.5,1613.5,0.0,clean
T004350,2025-05-02,PA,0.06,19770.59,11749.5,8021.09,481.27,481.23,-0.04,clean
T004351,2025-12-07,NC,0.03,22909.55,0.0,22909.55,687.29,687.32,0.03,clean
T004352,2025-09-05,TX,0.0625,31857.05,0.0,31857.05,1991.07,1991.04,-0.03,clean
T004353,2025-03-01,PA,0.06,24754.19,0.0,24754.19,1485.25,1485.24,-0.01,clean
T004354,2025-10-17,NC,0.03,11317.45,0.0,11317.45,339.52,339.53,0.01,clean
T004355,2025-09-15,PA,0.06,13909.66,0.0,13909.66,834.58,834.6,0.02,clean
T004356,2025-11-07,OH,0.0725,26679.75,0.0,26679.75,1934.28,1934.31,0.03,clean
T004357,2025-01-19,CA,0.0875,32368.12,0.0,32368.12,2832.21,2832.24,0.03,clean
T004358,2025-01-14,PA,0.06,24590.56,0.0,24590.56,1475.43,1536.91,61.48,sourcing_error
T004359,2025-03-04,NY,0.08,16817.49,0.0,16817.49,1345.4,1345.37,-0.03,clean
T004360,2025-03-24,OH,0.0725,18421.5,0.0,18421.5,1335.56,1335.59,0.03,clean
T004361,2025-12-29,OH,0.0725,33086.94,0.0,33086.94,2398.8,2398.82,0.02,clean
T004362,2025-05-14,PA,0.06,14900.67,0.0,14900.67,894.04,894.04,0.0,clean
T004363,2025-12-25,NC,0.03,24168.62,0.0,24168.62,725.06,725.03,-0.03,clean
T004364,2025-08-13,NC,0.03,26410.35,0.0,26410.35,792.31,1056.41,264.1,rate_mismatch
T004365,2025-03-15,NY,0.08,21317.38,0.0,21317.38,1705.39,1705.38,-0.01,clean
T004366,2025-11-25,IL,0.0725,32175.48,16294.76,22175.48,1607.72,1607.74,0.02,clean
T004367,2025-04-25,GA,0.07,22316.73,0.0,22316.73,1562.17,1562.15,-0.02,clean
T004368,2025-11-17,GA,0.07,15180.83,0.0,15180.83,1062.66,1062.63,-0.03,clean
T004369,2025-12-04,TX,0.0625,35243.59,16291.04,18952.55,1184.53,1184.55,0.02,clean
T004370,2025-01-23,NY,0.08,17605.53,0.0,17605.53,1408.44,1408.41,-0.03,clean
T004371,2025-03-13,TX,0.0625,32719.21,9529.76,23189.45,1449.34,1449.36,0.02,clean
T004372,2025-12-27,AZ,0.081,34089.02,0.0,34089.02,2761.21,2761.19,-0.02,clean
T004373,2025-01-07,PA,0.06,41307.8,0.0,41307.8,2478.47,2478.44,-0.03,clean
T004374,2025-02-27,CA,0.0875,22864.9,0.0,22864.9,2000.68,2000.69,0.01,clean
T004375,2025-11-02,PA,0.06,18408.39,4467.42,13940.97,836.46,836.46,0.0,clean
T004376,2025-05-07,GA,0.07,25221.37,11480.26,13741.11,961.88,961.86,-0.02,clean
T004377,2025-02-01,AZ,0.081,28271.07,0.0,28271.07,2289.96,2572.67,282.71,rate_mismatch
T004378,2025-01-08,NY,0.08,10834.91,0.0,10834.91,866.79,866.77,-0.02,clean
T004379,2025-02-21,IL,0.0725,28169.46,0.0,28169.46,2042.29,2042.29,0.0,clean
T004380,2025-06-14,AZ,0.081,13479.3,0.0,13479.3,1091.82,1091.84,0.02,clean
T004381,2025-06-24,FL,0.07,24693.45,0.0,24693.45,1728.54,1728.53,-0.01,clean
T004382,2025-05-01,OH,0.0725,18586.64,9455.44,9131.2,662.01,753.32,91.31,rate_mismatch
T004383,2025-04-20,PA,0.06,30874.97,7408.38,23466.59,1408.0,1408.01,0.01,clean
T004384,2025-06-22,FL,0.07,30227.47,9006.61,21220.86,1485.46,1697.67,212.21,rate_mismatch
T004385,2025-09-10,GA,0.07,27082.87,0.0,27082.87,1895.8,1895.76,-0.04,clean
T004386,2025-02-19,NC,0.03,32309.4,0.0,32309.4,969.28,2019.34,1050.06,sourcing_error
T004387,2025-09-02,AZ,0.081,16633.08,4540.91,12092.17,979.47,979.5,0.03,clean
T004388,2025-05-05,PA,0.06,16738.96,0.0,16738.96,1004.34,1004.35,0.01,clean
T004389,2025-06-21,FL,0.07,29467.62,15406.48,14061.14,0.0,0.02,0.02,clean
T004390,2025-01-18,TX,0.0625,27050.35,0.0,27050.35,1690.65,1690.67,0.02,clean
T004391,2025-01-06,OH,0.0725,36769.24,0.0,36769.24,2665.77,2665.79,0.02,clean
T004392,2025-05-23,FL,0.07,20911.61,0.0,20911.61,1463.81,1463.78,-0.03,clean
T004393,2025-06-11,FL,0.07,19611.86,0.0,19611.86,1372.83,1372.82,-0.01,clean
T004394,2025-05-24,OH,0.0725,10232.27,0.0,10232.27,741.84,741.86,0.02,clean
T004395,2025-12-14,GA,0.07,19213.23,0.0,19213.23,1344.93,1152.79,-192.14,rate_mismatch
T004396,2025-06-28,PA,0.06,30060.31,0.0,30060.31,1803.62,1803.64,0.02,clean
T004397,2025-05-20,TX,0.0625,38704.89,0.0,38704.89,2419.06,2806.1,387.04,rate_mismatch
T004398,2025-07-31,OH,0.0725,19490.11,0.0,19490.11,1413.03,1413.07,0.04,clean
T004399,2025-08-14,IL,0.0725,21484.12,0.0,21484.12,1557.6,1557.59,-0.01,clean
T004400,2025-03-10,GA,0.07,20799.24,0.0,20799.24,1455.95,1455.94,-0.01,clean
T004401,2025-02-10,FL,0.07,14796.59,0.0,14796.59,1035.76,1035.75,-0.01,clean
T004402,2025-10-13,TX,0.0625,28370.41,0.0,28370.41,1773.15,1773.11,-0.04,clean
T004403,2025-02-06,AZ,0.081,31189.72,0.0,31189.72,2526.37,2526.39,0.02,clean
T004404,2025-12-05,AZ,0.081,22165.26,11262.81,10902.45,883.1,1795.39,912.29,tradein_credit_error
T004405,2025-08-23,PA,0.06,22441.24,7739.73,14701.51,882.09,882.08,-0.01,clean
T004406,2025-08-03,NY,0.08,20104.53,0.0,20104.53,1608.36,1608.4,0.04,clean
T004407,2025-10-05,AZ,0.081,18865.9,0.0,18865.9,1528.14,1528.16,0.02,clean
T004408,2025-12-15,IL,0.0725,20022.71,0.0,20022.71,1451.65,1451.67,0.02,clean
T004409,2025-05-17,NY,0.08,36517.47,0.0,36517.47,0.0,-0.01,-0.01,clean
T004410,2025-10-06,CA,0.0875,19494.59,0.0,19494.59,1705.78,1705.81,0.03,clean
T004411,2025-09-15,OH,0.0725,24255.75,14141.77,10113.98,733.26,733.25,-0.01,clean
T004412,2025-05-11,IL,0.0725,33842.01,0.0,33842.01,2453.55,2453.52,-0.03,clean
T004413,2025-02-27,OH,0.0725,25713.48,0.0,25713.48,1864.23,1864.21,-0.02,clean
T004414,2025-08-11,OH,0.0725,32175.35,0.0,32175.35,2332.71,2332.68,-0.03,clean
T004415,2025-04-08,NY,0.08,35508.05,19012.48,16495.57,1319.65,1319.66,0.01,clean
T004416,2025-01-08,NC,0.03,25020.92,0.0,25020.92,750.63,750.66,0.03,clean
T004417,2025-08-12,OH,0.0725,29944.89,16661.88,13283.01,963.02,963.0,-0.02,clean
T004418,2025-08-17,NC,0.03,23912.69,0.0,23912.69,717.38,717.41,0.03,clean
T004419,2025-01-29,CA,0.0875,16355.26,0.0,16355.26,1431.09,1431.1,0.01,clean
T004420,2025-01-19,IL,0.0725,27494.41,0.0,27494.41,1993.34,1993.33,-0.01,clean
T004421,2025-11-19,AZ,0.081,18589.2,0.0,18589.2,1505.73,1505.74,0.01,clean
T004422,2025-08-31,GA,0.07,22223.04,0.0,22223.04,1555.61,1555.65,0.04,clean
T004423,2025-01-02,NY,0.08,29252.1,0.0,29252.1,2340.17,2340.18,0.01,clean
T004424,2025-03-24,CA,0.0875,23770.97,0.0,23770.97,2079.96,2079.96,0.0,clean
T004425,2025-10-12,AZ,0.081,24330.71,0.0,24330.71,1970.79,1970.78,-0.01,clean
T004426,2025-07-26,NY,0.08,11440.45,0.0,11440.45,915.24,915.26,0.02,clean
T004427,2025-08-11,NY,0.08,28532.57,0.0,28532.57,2282.61,2282.57,-0.04,clean
T004428,2025-09-04,NC,0.03,26623.02,0.0,26623.02,798.69,798.69,0.0,clean
T004429,2025-09-27,AZ,0.081,19516.64,0.0,19516.64,1580.85,1580.84,-0.01,clean
T004430,2025-12-15,CA,0.0875,22943.4,0.0,22943.4,2007.55,2007.52,-0.03,clean
T004431,2025-11-07,TX,0.0625,14189.52,0.0,14189.52,886.85,886.81,-0.04,clean
T004432,2025-12-09,AZ,0.081,12885.69,0.0,12885.69,1043.74,1043.78,0.04,clean
T004433,2025-09-03,CA,0.0875,20458.72,12170.7,20458.72,1790.14,1790.14,0.0,clean
T004434,2025-01-02,NC,0.03,14838.76,0.0,14838.76,445.16,445.17,0.01,clean
T004435,2025-03-31,AZ,0.081,25923.34,0.0,25923.34,2099.79,2099.79,0.0,clean
T004436,2025-11-03,NC,0.03,36040.85,0.0,36040.85,1081.23,1081.19,-0.04,clean
T004437,2025-04-07,OH,0.0725,32845.42,0.0,32845.42,2381.29,2381.3,0.01,clean
T004438,2025-11-27,NY,0.08,26086.89,11206.49,14880.4,1190.43,1190.46,0.03,clean
T004439,2025-05-27,GA,0.07,35177.03,0.0,35177.03,2462.39,2462.4,0.01,clean
T004440,2025-11-19,IL,0.0725,31254.59,9296.87,21957.72,1591.93,1591.9,-0.03,clean
T004441,2025-08-21,NC,0.03,25992.43,0.0,25992.43,779.77,779.75,-0.02,clean
T004442,2025-08-06,AZ,0.081,23238.35,0.0,23238.35,1882.31,1882.33,0.02,clean
T004443,2025-03-15,PA,0.06,22301.62,0.0,22301.62,1338.1,1338.1,0.0,clean
T004444,2025-05-18,OH,0.0725,34108.86,9161.19,24947.67,1808.71,1808.69,-0.02,clean
T004445,2025-10-03,TX,0.0625,22095.87,0.0,22095.87,1380.99,1381.01,0.02,clean
T004446,2025-11-02,CA,0.0875,21977.34,0.0,21977.34,1923.02,1923.02,0.0,clean
T004447,2025-02-08,FL,0.07,28133.7,5832.11,22301.59,1561.11,1561.08,-0.03,clean
T004448,2025-02-05,GA,0.07,16351.6,0.0,16351.6,1144.61,1144.6,-0.01,clean
T004449,2025-08-13,NC,0.03,24981.8,11195.08,13786.72,413.6,413.63,0.03,clean
T004450,2025-12-05,AZ,0.081,14415.63,0.0,14415.63,1167.67,1167.71,0.04,clean
T004451,2025-02-16,FL,0.07,32371.98,0.0,32371.98,2266.04,2266.02,-0.02,clean
T004452,2025-08-19,TX,0.0625,21645.53,0.0,21645.53,1352.85,1352.87,0.02,clean
T004453,2025-08-16,TX,0.0625,18506.71,9873.83,8632.88,539.56,539.53,-0.03,clean
T004454,2025-05-29,IL,0.0725,25774.87,0.0,25774.87,1868.68,1868.65,-0.03,clean
T004455,2025-12-13,IL,0.0725,35612.9,7123.81,28489.09,2065.46,2065.47,0.01,clean
T004456,2025-07-26,FL,0.07,13239.77,0.0,13239.77,926.78,926.74,-0.04,clean
T004457,2025-05-22,FL,0.07,32925.19,17516.86,15408.33,1078.58,2304.76,1226.18,tradein_credit_error
T004458,2025-06-11,NC,0.03,30308.25,0.0,30308.25,909.25,909.28,0.03,clean
T004459,2025-11-18,OH,0.0725,22525.22,0.0,22525.22,1633.08,1633.1,0.02,clean
T004460,2025-05-21,PA,0.06,31846.45,0.0,31846.45,1910.79,1910.77,-0.02,clean
T004461,2025-09-15,PA,0.06,33429.36,0.0,33429.36,0.0,0.03,0.03,clean
T004462,2025-01-30,IL,0.0725,22156.15,0.0,22156.15,1606.32,1606.34,0.02,clean
T004463,2025-06-22,IL,0.0725,33805.2,0.0,33805.2,2450.88,2957.96,507.08,sourcing_error
T004464,2025-10-15,NC,0.03,25607.27,0.0,25607.27,0.0,0.03,0.03,clean
T004465,2025-07-01,IL,0.0725,36272.2,9726.81,26545.39,1924.54,1924.5,-0.04,clean
T004466,2025-05-19,NC,0.03,29957.98,9574.55,20383.43,611.5,611.52,0.02,clean
T004467,2025-01-10,NC,0.03,25001.49,8465.99,16535.5,496.07,496.07,0.0,clean
T004468,2025-08-01,AZ,0.081,40818.04,0.0,40818.04,3306.26,3306.24,-0.02,clean
T004469,2025-05-11,FL,0.07,13702.11,0.0,13702.11,959.15,959.11,-0.04,clean
T004470,2025-07-15,IL,0.0725,27976.64,12907.09,17976.64,1303.31,1303.3,-0.01,clean
T004471,2025-08-30,PA,0.06,16936.2,0.0,16936.2,1016.17,1016.13,-0.04,clean
T004472,2025-05-09,TX,0.0625,15933.25,0.0,15933.25,995.83,995.8,-0.03,clean
T004473,2025-08-23,TX,0.0625,21423.6,0.0,21423.6,1338.98,1338.98,0.0,clean
T004474,2025-04-02,OH,0.0725,24515.25,0.0,24515.25,1777.36,1777.36,0.0,clean
T004475,2025-01-24,NY,0.08,23042.81,0.0,23042.81,1843.42,1843.44,0.02,clean
T004476,2025-06-03,CA,0.0875,26234.38,7401.26,26234.38,2295.51,2295.48,-0.03,clean
T004477,2025-07-06,PA,0.06,27068.4,0.0,27068.4,1624.1,1353.42,-270.68,rate_mismatch
T004478,2025-03-29,IL,0.0725,28678.69,12538.42,18678.69,1354.21,1354.23,0.02,clean
T004479,2025-10-01,CA,0.0875,41935.28,0.0,41935.28,3669.34,3669.3,-0.04,clean
T004480,2025-04-21,TX,0.0625,22686.67,0.0,22686.67,1417.92,1417.88,-0.04,clean
T004481,2025-02-05,TX,0.0625,33698.1,0.0,33698.1,2106.13,2106.13,0.0,clean
T004482,2025-04-26,NY,0.08,35845.81,0.0,35845.81,2867.66,2867.69,0.03,clean
T004483,2025-02-09,NC,0.03,23084.02,0.0,23084.02,692.52,692.54,0.02,clean
T004484,2025-07-17,OH,0.0725,33925.46,17377.28,16548.18,1199.74,1199.76,0.02,clean
T004485,2025-11-13,TX,0.0625,16760.89,0.0,16760.89,1047.56,1047.52,-0.04,clean
T004486,2025-11-11,PA,0.06,19787.46,0.0,19787.46,1187.25,1187.28,0.03,clean
T004487,2025-09-12,GA,0.07,36314.96,0.0,36314.96,2542.05,2542.09,0.04,clean
T004488,2025-11-24,IL,0.0725,9520.95,0.0,9520.95,690.27,690.25,-0.02,clean
T004489,2025-12-31,TX,0.0625,30567.91,0.0,30567.91,0.0,-0.01,-0.01,clean
T004490,2025-11-29,PA,0.06,29414.68,12162.17,17252.51,1035.15,1035.18,0.03,clean
T004491,2025-05-06,AZ,0.081,23768.76,0.0,23768.76,1925.27,1925.28,0.01,clean
T004492,2025-06-11,PA,0.06,30343.52,0.0,30343.52,1820.61,1820.62,0.01,clean
T004493,2025-03-23,GA,0.07,33655.25,0.0,33655.25,2355.87,2355.86,-0.01,clean
T004494,2025-11-19,NY,0.08,31794.26,0.0,31794.26,2543.54,2543.54,0.0,clean
T004495,2025-06-02,TX,0.0625,24008.32,0.0,24008.32,1500.52,1500.48,-0.04,clean
T004496,2025-03-23,CA,0.0875,24590.53,0.0,24590.53,2151.67,2151.66,-0.01,clean
